shipment_id,carrier_name,truck_type,distance_km,weight_tons,volume_m3,delivery_time_days,priority_level,origin_country,destination_country,fuel_price_eur_l,cost_eur
9011,Maersk,Tautliner,826,7.7,62.2,1,Standard,Portugal,France,1.64,1797.14
9012,DHL,Tautliner,1101,1.2,58.5,1,Standard,Netherlands,Netherlands,1.87,2022.33
9013,DPD,Tautliner,1670,23.0,77.5,4,Standard,Germany,Belgium,1.68,4086.42
9014,DPD,Box,402,17.5,35.3,5,Standard,Italy,Czechia,1.64,1623.45
9015,Maersk,Tautliner,2151,17.6,40.5,4,Express,Austria,Belgium,1.62,4820.25
9016,Maersk,Fridge,2254,14.7,42.2,6,Standard,Netherlands,Netherlands,1.83,5103.19
9017,Kuehne+Nagel,Box,2222,17.5,77.4,3,Standard,Portugal,France,1.8,3785.19
9018,Maersk,Box,1163,24.6,46.0,3,Standard,Spain,Germany,1.64,2691.57
9019,DPD,Tautliner,738,10.2,21.8,2,Standard,Netherlands,Czechia,1.76,1496.69
9020,DB Schenker,Box,1242,18.1,98.4,1,Standard,Italy,Belgium,1.65,2944.58
9021,DHL,Box,2220,9.6,51.9,2,Standard,Poland,Germany,1.72,3034.74
9022,Kuehne+Nagel,Tautliner,651,21.5,15.4,5,Standard,Italy,Germany,1.83,2280.54
9023,DB Schenker,Fridge,1076,21.6,68.7,2,Express,Belgium,Belgium,1.67,4466.47
9024,DHL,Fridge,195,22.7,75.2,6,Express,Austria,Germany,1.61,3656.88
9025,DHL,Tautliner,1291,1.1,52.5,3,Standard,France,France,1.66,2062.73
9026,DHL,Fridge,2424,8.2,66.4,6,Standard,Austria,Germany,1.72,4735.75
9027,DB Schenker,Fridge,2406,4.2,21.4,3,Express,Italy,Austria,1.67,5039.11
9028,Kuehne+Nagel,Fridge,145,11.9,40.0,6,Standard,Italy,Spain,1.82,1158.22
9029,Kuehne+Nagel,Box,445,12.9,20.4,4,Standard,Netherlands,Spain,1.84,1323.24
9030,DHL,Box,946,7.1,41.8,6,Standard,Spain,Spain,1.67,1866.95
9031,DB Schenker,Box,1176,18.4,58.5,2,Standard,Czechia,Netherlands,1.68,2686.57
9032,DHL,Fridge,1271,7.5,47.0,1,Standard,Austria,Portugal,1.77,2858.83
9033,Maersk,Box,1656,21.5,61.4,5,Express,Italy,Netherlands,1.83,4910.78
9034,Kuehne+Nagel,Fridge,332,5.3,52.7,5,Standard,Portugal,Czechia,1.89,1465.73
9035,DPD,Tautliner,150,9.8,35.2,6,Standard,Germany,France,1.69,935.2
9036,DHL,Fridge,764,15.9,18.6,1,Standard,France,Poland,1.87,2327.18
9037,Maersk,Box,550,15.5,29.0,5,Standard,Portugal,Poland,1.65,1238.34
9038,Kuehne+Nagel,Fridge,1462,2.9,24.1,6,Standard,Poland,Portugal,1.61,2623.33
9039,DB Schenker,Box,450,21.3,72.2,6,Express,Austria,Spain,1.84,2802.01
9040,Kuehne+Nagel,Box,1408,15.4,82.9,1,Express,Portugal,Italy,1.74,3973.38
9041,DB Schenker,Tautliner,682,21.9,73.4,1,Standard,Netherlands,Czechia,1.62,2412.1
9042,DB Schenker,Tautliner,344,21.8,66.2,4,Express,Italy,Belgium,1.62,2913.44
9043,DHL,Box,649,14.1,34.2,6,Standard,France,Germany,1.6,1735.7
9044,DHL,Fridge,827,22.9,72.5,2,Standard,Belgium,Belgium,1.69,3119.06
9045,Kuehne+Nagel,Tautliner,738,21.4,62.5,3,Standard,France,Netherlands,1.82,2816.72
9046,Maersk,Tautliner,683,24.0,9.5,3,Standard,Poland,Germany,1.8,2245.25
9047,Kuehne+Nagel,Box,2373,21.4,91.2,6,Express,Netherlands,Belgium,1.9,6503.03
9048,DPD,Fridge,540,20.7,12.6,2,Standard,France,Italy,1.78,2321.73
9049,DB Schenker,Tautliner,1567,12.3,52.8,5,Standard,Belgium,Poland,1.63,3109.1
9050,DB Schenker,Tautliner,1919,6.1,53.7,1,Standard,Belgium,Italy,1.89,3651.64
9051,DHL,Fridge,511,22.9,84.5,3,Express,Poland,Italy,1.81,4420.55
9052,Maersk,Tautliner,913,18.3,91.7,4,Express,Belgium,Austria,1.71,4010.81
9053,DHL,Fridge,345,7.8,94.3,5,Standard,Italy,Germany,1.67,1972.28
9054,DPD,Box,682,9.2,59.1,4,Standard,Poland,Czechia,1.67,1589.34
9055,Kuehne+Nagel,Tautliner,1830,17.5,69.5,3,Express,France,Czechia,1.89,5737.24
9056,Kuehne+Nagel,Box,1081,12.5,13.4,2,Standard,Portugal,Poland,1.73,2098.32
9057,Maersk,Fridge,2074,3.0,51.4,2,Standard,Belgium,Spain,1.75,4051.51
9058,DHL,Box,649,4.4,90.3,4,Standard,Germany,Netherlands,1.85,1958.4
9059,DHL,Box,2264,18.9,48.3,6,Standard,Spain,Netherlands,1.89,3799.93
9060,DPD,Box,1487,8.9,11.6,5,Standard,Germany,Spain,1.6,2077.85
9061,Kuehne+Nagel,Fridge,2037,13.2,24.1,3,Express,Italy,Germany,1.9,5791.34
9062,DHL,Fridge,303,19.4,45.8,1,Standard,Czechia,Italy,1.62,2271.04
9063,Maersk,Fridge,450,19.0,27.6,2,Standard,Belgium,Poland,1.85,2241.14
9064,Kuehne+Nagel,Fridge,418,5.0,42.3,4,Standard,Italy,France,1.89,1001.19
9065,DPD,Fridge,1792,3.4,36.6,3,Standard,Netherlands,Poland,1.77,3463.21
9066,Maersk,Tautliner,206,15.2,35.3,5,Express,Poland,Spain,1.77,1785.02
9067,DB Schenker,Tautliner,2319,18.8,13.7,6,Standard,Poland,Portugal,1.8,4047.38
9068,DPD,Tautliner,1978,4.6,88.9,1,Standard,Portugal,Poland,1.71,3515.39
9069,Maersk,Box,1057,9.9,70.8,1,Standard,Spain,Poland,1.65,2422.92
9070,DHL,Box,2467,21.9,64.2,6,Express,Netherlands,Spain,1.62,5679.19
9071,DB Schenker,Fridge,1160,23.7,62.6,2,Express,Spain,France,1.86,5476.35
9072,DPD,Fridge,2412,11.9,42.7,1,Standard,Austria,Poland,1.76,4684.9
9073,DHL,Tautliner,1791,2.9,83.2,3,Express,Portugal,Austria,1.81,3848.8
9074,DB Schenker,Fridge,1772,7.2,93.4,2,Standard,Belgium,France,1.7,4476.19
9075,Kuehne+Nagel,Box,501,6.6,5.5,2,Standard,France,Austria,1.84,1401.97
9076,DHL,Fridge,701,6.7,12.5,2,Standard,Austria,Germany,1.7,1292.53
9077,Maersk,Tautliner,317,12.9,69.1,6,Express,Italy,Belgium,1.61,2163.18
9078,DPD,Fridge,2477,15.0,27.4,3,Express,Poland,Austria,1.7,6251.86
9079,DB Schenker,Box,285,3.9,91.6,4,Standard,Italy,France,1.86,1092.95
9080,DHL,Tautliner,2356,22.3,68.4,1,Express,Portugal,France,1.86,6645.16
9081,Kuehne+Nagel,Fridge,387,15.9,40.0,1,Standard,Germany,Poland,1.88,2327.23
9082,DPD,Box,187,15.3,44.5,4,Standard,Belgium,France,1.75,1270.69
9083,DPD,Tautliner,2283,24.7,70.6,2,Standard,Czechia,Czechia,1.89,5236.21
9084,DHL,Tautliner,2305,16.1,18.4,5,Express,Austria,France,1.75,5124.5
9085,Kuehne+Nagel,Box,254,23.3,88.9,3,Standard,Italy,Netherlands,1.65,2053.4
9086,DB Schenker,Fridge,319,7.9,5.5,2,Express,Belgium,Spain,1.75,1277.49
9087,DHL,Fridge,1582,6.8,98.0,2,Express,Czechia,Germany,1.86,5429.59
9088,DB Schenker,Fridge,421,13.4,20.9,2,Standard,Italy,Poland,1.84,1919.42
9089,DPD,Tautliner,940,13.2,75.5,1,Standard,Portugal,Spain,1.73,2691.8
9090,DB Schenker,Tautliner,1685,6.4,8.8,6,Standard,Belgium,Portugal,1.66,2568.73
9091,Kuehne+Nagel,Fridge,1936,17.8,46.0,6,Express,Poland,France,1.77,6022.42
9092,Maersk,Tautliner,2234,1.7,64.9,6,Standard,Spain,France,1.88,3937.03
9093,Kuehne+Nagel,Tautliner,1668,17.6,11.7,1,Standard,Poland,Belgium,1.65,3203.87
9094,DB Schenker,Box,2422,12.0,47.1,6,Standard,Netherlands,France,1.85,3622.91
9095,DHL,Fridge,2288,17.5,33.8,5,Standard,Poland,France,1.64,4654.33
9096,DPD,Fridge,1859,12.4,52.3,3,Standard,France,Belgium,1.88,4542.21
9097,Maersk,Fridge,724,24.5,52.9,2,Express,Italy,Belgium,1.81,4192.93
9098,DHL,Tautliner,452,9.0,79.6,6,Standard,Czechia,Poland,1.63,1863.5
9099,DHL,Tautliner,1128,24.6,16.7,1,Standard,Spain,Czechia,1.66,2650.58
9100,Kuehne+Nagel,Tautliner,1457,2.6,12.9,4,Standard,Germany,Germany,1.88,2181.01
9101,DB Schenker,Fridge,574,17.4,43.2,1,Express,Netherlands,Germany,1.75,2850.15
9102,Kuehne+Nagel,Tautliner,2109,11.9,89.3,2,Standard,Italy,Austria,1.74,4114.81
9103,DB Schenker,Fridge,1027,20.7,86.3,2,Express,Austria,Portugal,1.62,4677.92
9104,Kuehne+Nagel,Tautliner,129,20.0,58.2,1,Standard,France,Austria,1.63,1872.5
9105,DHL,Fridge,594,20.2,89.4,4,Standard,Germany,Spain,1.81,3556.07
9106,DPD,Box,487,3.3,81.5,4,Express,France,Portugal,1.83,1941.79
9107,DB Schenker,Tautliner,972,20.7,31.4,2,Express,Italy,Belgium,1.86,3700.84
9108,Maersk,Fridge,934,6.1,21.2,1,Express,Czechia,Czechia,1.75,2828.84
9109,Maersk,Box,729,1.6,33.6,3,Standard,Netherlands,Germany,1.7,1057.81
9110,DHL,Box,129,6.2,26.6,3,Standard,Belgium,Belgium,1.79,541.5
9111,Kuehne+Nagel,Tautliner,906,12.5,64.2,2,Standard,Poland,Czechia,1.79,2335.53
9112,Kuehne+Nagel,Fridge,2489,18.8,60.6,4,Standard,Spain,Belgium,1.61,5191.09
9113,DHL,Tautliner,1932,6.2,61.9,3,Standard,Spain,Germany,1.88,3489.67
9114,Maersk,Box,1410,3.7,23.0,1,Standard,France,Poland,1.79,1889.23
9115,Maersk,Tautliner,2068,16.5,80.2,5,Standard,Italy,Netherlands,1.6,3630.81
9116,Kuehne+Nagel,Fridge,2060,24.6,46.2,5,Standard,Italy,Spain,1.89,5817.27
9117,DB Schenker,Box,343,15.4,49.9,4,Standard,France,Czechia,1.89,1703.45
9118,DPD,Tautliner,320,17.6,99.7,6,Express,Germany,Germany,1.88,3072.23
9119,DB Schenker,Tautliner,1279,14.5,31.8,5,Standard,France,Netherlands,1.87,3105.27
9120,Maersk,Tautliner,1506,19.8,42.4,1,Standard,Netherlands,Germany,1.66,3293.85
9121,DB Schenker,Tautliner,1871,24.4,69.3,6,Express,Poland,Italy,1.89,5658.34
9122,DPD,Tautliner,1443,14.1,88.6,2,Standard,Netherlands,Czechia,1.83,3572.86
9123,DB Schenker,Box,630,11.0,17.0,2,Standard,Italy,Germany,1.79,1590.8
9124,DB Schenker,Box,2362,21.6,74.8,1,Express,Austria,Czechia,1.88,5768.29
9125,DB Schenker,Fridge,2261,24.3,92.2,2,Standard,Spain,Italy,1.71,5620.44
9126,DB Schenker,Tautliner,124,4.1,45.2,1,Express,Austria,France,1.88,1108.03
9127,DHL,Fridge,1244,14.9,32.2,1,Express,Poland,Spain,1.78,4334.05
9128,Maersk,Box,1865,20.0,69.4,5,Standard,Italy,Austria,1.77,3921.63
9129,DPD,Tautliner,957,13.8,28.4,6,Standard,Czechia,Germany,1.79,2209.72
9130,Maersk,Fridge,1126,10.8,41.5,5,Standard,Germany,Austria,1.83,2798.55
9131,DHL,Tautliner,997,16.7,90.2,4,Standard,Poland,Belgium,1.73,2967.49
9132,DHL,Tautliner,872,7.5,61.1,5,Standard,Belgium,Spain,1.89,2027.5
9133,DHL,Fridge,119,9.4,14.0,2,Standard,Italy,Portugal,1.63,931.85
9134,DHL,Box,1327,24.8,36.3,6,Express,Portugal,Austria,1.87,3969.97
9135,DB Schenker,Fridge,905,16.3,64.6,5,Standard,Germany,Czechia,1.8,2926.41
9136,Maersk,Fridge,1480,22.0,50.7,1,Standard,Poland,Czechia,1.87,4573.5
9137,Kuehne+Nagel,Fridge,2275,20.4,67.7,5,Express,Portugal,Netherlands,1.71,6782.98
9138,DPD,Tautliner,980,16.7,77.3,2,Express,Czechia,France,1.85,3672.31
9139,DHL,Box,1433,21.2,50.7,4,Standard,Germany,Germany,1.78,3162.41
9140,Maersk,Box,1784,7.9,98.8,6,Express,Portugal,France,1.85,4212.62
9141,DHL,Tautliner,1705,16.3,91.9,3,Standard,Netherlands,Portugal,1.7,3532.92
9142,DHL,Box,1207,15.2,10.7,6,Standard,Netherlands,France,1.88,2092.69
9143,DHL,Fridge,543,15.9,30.3,1,Standard,Netherlands,Netherlands,1.88,2558.8
9144,DHL,Box,2142,5.0,33.6,2,Standard,Germany,Poland,1.74,2843.41
9145,DHL,Tautliner,1328,7.7,22.5,2,Standard,Netherlands,Poland,1.72,2321.53
9146,DPD,Box,1611,7.9,34.6,3,Standard,Czechia,Portugal,1.77,2695.03
9147,Maersk,Tautliner,878,15.4,45.4,4,Standard,Czechia,Spain,1.66,2169.3
9148,DHL,Fridge,2399,24.3,9.9,1,Standard,Belgium,Czechia,1.75,5188.07
9149,DHL,Tautliner,1846,23.9,17.1,4,Standard,Netherlands,Austria,1.87,4055.53
9150,DHL,Box,1978,6.5,14.1,3,Express,Belgium,Portugal,1.71,3358.54
9151,DHL,Fridge,1154,8.3,9.4,1,Standard,Portugal,Austria,1.82,2392.0
9152,DB Schenker,Box,520,1.9,50.7,5,Standard,Austria,Germany,1.79,1200.69
9153,DB Schenker,Tautliner,1951,10.6,36.7,4,Express,Netherlands,Belgium,1.68,4084.92
9154,Kuehne+Nagel,Fridge,2208,21.0,93.9,5,Express,Czechia,France,1.76,7357.55
9155,DHL,Tautliner,678,23.0,14.8,1,Standard,Portugal,Austria,1.86,2233.25
9156,Kuehne+Nagel,Box,1349,6.7,93.0,3,Standard,Netherlands,Portugal,1.77,2601.81
9157,DPD,Tautliner,2086,7.4,13.2,5,Express,Netherlands,Austria,1.81,4318.62
9158,Kuehne+Nagel,Box,1458,6.3,63.8,5,Standard,Belgium,Poland,1.83,2283.32
9159,Maersk,Box,210,9.4,28.5,2,Standard,Poland,France,1.61,997.19
9160,DB Schenker,Fridge,590,20.3,83.5,1,Standard,Germany,Czechia,1.62,3384.01
9161,DB Schenker,Fridge,1395,16.5,10.8,6,Standard,Portugal,Netherlands,1.63,3031.09
9162,DHL,Tautliner,1936,19.9,95.5,3,Express,Poland,Czechia,1.65,5377.75
9163,DHL,Box,2181,15.0,9.5,2,Express,Austria,Germany,1.84,4228.3
9164,DPD,Box,2359,7.2,27.9,4,Standard,Netherlands,Italy,1.73,2857.49
9165,DPD,Fridge,1496,6.5,49.1,3,Express,Germany,Germany,1.66,3906.06
9166,Maersk,Fridge,2272,1.2,76.8,2,Standard,Austria,France,1.76,4404.17
9167,DHL,Fridge,1841,19.7,95.4,4,Standard,Portugal,Spain,1.83,4985.11
9168,DHL,Fridge,993,21.3,45.7,3,Standard,Italy,Belgium,1.64,2976.9
9169,DPD,Tautliner,2478,19.4,76.9,2,Standard,Poland,Germany,1.7,4510.08
9170,DPD,Tautliner,1975,2.8,74.1,3,Standard,Italy,Portugal,1.66,3372.51
9171,DPD,Tautliner,2049,19.3,59.3,5,Express,Italy,Germany,1.79,5583.6
9172,DB Schenker,Tautliner,1693,2.1,70.6,2,Standard,Austria,Poland,1.64,2691.81
9173,Kuehne+Nagel,Fridge,511,3.5,8.6,5,Express,Belgium,Germany,1.83,1519.69
9174,Kuehne+Nagel,Tautliner,1522,11.6,46.9,2,Standard,Netherlands,Germany,1.66,2764.77
9175,DHL,Tautliner,1776,12.4,79.7,5,Standard,Austria,Poland,1.62,3683.34
9176,DB Schenker,Tautliner,1286,20.6,50.1,1,Express,Portugal,France,1.87,4441.72
9177,DPD,Fridge,1746,17.3,88.0,5,Standard,Germany,Germany,1.7,4574.92
9178,DHL,Box,1188,4.7,84.2,1,Standard,Czechia,Austria,1.75,2148.99
9179,DB Schenker,Fridge,1339,6.4,87.0,6,Standard,Germany,Germany,1.63,3395.31
9180,Maersk,Box,702,7.9,17.3,3,Standard,Netherlands,Spain,1.74,724.09
9181,DB Schenker,Box,2037,4.0,28.2,4,Standard,Poland,Czechia,1.67,2314.67
9182,DHL,Tautliner,125,7.9,7.8,4,Standard,Austria,Czechia,1.85,992.96
9183,Kuehne+Nagel,Tautliner,683,18.5,98.4,4,Standard,Austria,Portugal,1.81,2486.85
9184,DPD,Tautliner,1167,6.8,27.4,1,Standard,Italy,Czechia,1.8,1963.41
9185,Maersk,Fridge,1213,21.0,39.9,4,Express,Portugal,Italy,1.83,4989.22
9186,DB Schenker,Fridge,1256,12.3,31.1,4,Express,Netherlands,Belgium,1.69,3827.72
9187,DHL,Tautliner,1284,8.8,8.8,5,Standard,Czechia,Czechia,1.74,2048.68
9188,DHL,Fridge,1867,10.9,29.8,6,Express,Italy,Portugal,1.63,4487.16
9189,DPD,Fridge,479,18.0,14.3,4,Express,Belgium,Spain,1.62,2192.23
9190,DHL,Box,1384,13.4,42.5,1,Standard,Poland,Italy,1.7,2536.51
9191,DHL,Fridge,1506,1.2,96.8,5,Standard,Poland,Netherlands,1.85,3577.88
9192,DPD,Box,468,23.1,71.3,1,Standard,Spain,Austria,1.78,1806.26
9193,Maersk,Tautliner,1200,2.6,72.2,2,Express,Spain,Netherlands,1.73,2778.41
9194,Kuehne+Nagel,Fridge,2356,23.5,48.1,4,Standard,Portugal,Spain,1.89,6090.73
9195,Kuehne+Nagel,Box,1136,1.7,82.1,1,Standard,Czechia,Germany,1.73,2362.78
9196,DB Schenker,Fridge,2044,19.5,91.3,1,Standard,France,Belgium,1.74,5333.44
9197,Maersk,Box,1693,13.8,96.3,5,Express,Portugal,Spain,1.9,4670.73
9198,DB Schenker,Box,2021,13.1,14.4,2,Standard,Poland,Belgium,1.64,2858.96
9199,Kuehne+Nagel,Fridge,124,2.7,88.6,2,Standard,Italy,Belgium,1.68,1336.4
9200,DPD,Tautliner,645,6.7,26.4,4,Express,France,Spain,1.74,1956.75
9201,DHL,Box,1263,19.7,42.7,6,Express,France,Poland,1.77,3916.37
9202,Kuehne+Nagel,Tautliner,374,22.4,37.8,3,Express,Germany,Spain,1.64,2304.22
9203,Maersk,Fridge,2369,13.7,69.1,3,Express,Czechia,Netherlands,1.7,7051.42
9204,Kuehne+Nagel,Fridge,1252,9.5,61.8,5,Express,Portugal,Netherlands,1.67,3770.45
9205,Maersk,Tautliner,1446,2.4,15.4,4,Express,Germany,France,1.85,2455.26
9206,Maersk,Fridge,1556,17.4,79.4,5,Express,France,Poland,1.85,5949.9
9207,Maersk,Box,2365,7.7,46.8,6,Express,Austria,Poland,1.67,3874.35
9208,DB Schenker,Tautliner,1970,2.3,5.2,4,Standard,Netherlands,Czechia,1.73,2460.34
9209,DPD,Fridge,1371,17.0,44.4,2,Standard,Germany,Poland,1.8,3454.53
9210,Kuehne+Nagel,Fridge,210,12.7,54.1,3,Standard,Spain,Germany,1.61,1574.54
9211,DPD,Tautliner,1855,1.3,11.5,1,Standard,Belgium,Austria,1.87,2678.0
9212,DHL,Box,807,3.7,19.4,3,Express,Poland,Italy,1.75,1553.43
9213,Kuehne+Nagel,Tautliner,2294,17.8,99.4,4,Standard,France,Germany,1.67,4584.24
9214,DPD,Fridge,1467,2.5,87.8,6,Express,Czechia,Netherlands,1.72,4327.65
9215,DPD,Fridge,1628,21.8,17.7,3,Express,Italy,Spain,1.87,5263.36
9216,DHL,Tautliner,651,8.5,60.1,1,Standard,Austria,Austria,1.61,1568.89
9217,Maersk,Box,233,3.1,41.0,2,Standard,Germany,Germany,1.64,513.0
9218,Kuehne+Nagel,Box,2113,19.2,56.7,2,Standard,Austria,Germany,1.66,3513.58
9219,Kuehne+Nagel,Box,1286,13.6,49.7,4,Standard,Germany,Poland,1.62,2280.93
9220,DHL,Tautliner,1184,8.4,9.6,3,Standard,Poland,Spain,1.67,1957.13
9221,Maersk,Box,1128,10.7,35.0,4,Standard,Belgium,Portugal,1.85,1942.31
9222,Kuehne+Nagel,Box,1160,1.5,16.9,3,Express,Czechia,Czechia,1.76,1977.1
9223,Kuehne+Nagel,Box,1860,16.9,51.5,5,Standard,Austria,Czechia,1.78,3226.05
9224,Kuehne+Nagel,Box,2122,9.8,91.2,4,Standard,France,Netherlands,1.65,3470.66
9225,Maersk,Fridge,1851,18.1,99.6,3,Standard,Belgium,Belgium,1.68,4840.68
9226,DHL,Tautliner,2286,16.1,94.7,5,Standard,Netherlands,France,1.88,5145.85
9227,Kuehne+Nagel,Tautliner,695,16.6,98.6,4,Standard,Italy,Italy,1.66,2549.45
9228,DPD,Box,110,20.0,6.4,2,Standard,Portugal,Austria,1.87,632.62
9229,Maersk,Tautliner,2474,16.1,74.3,6,Standard,Netherlands,Austria,1.8,4837.72
9230,DB Schenker,Tautliner,1821,11.0,30.9,5,Express,Poland,Belgium,1.75,3774.33
9231,DHL,Fridge,2378,10.4,87.2,4,Express,Spain,Spain,1.65,6563.4
9232,DPD,Tautliner,1264,3.9,82.3,1,Standard,Belgium,Czechia,1.8,2583.41
9233,Kuehne+Nagel,Fridge,717,19.7,45.2,6,Express,Spain,Spain,1.87,3924.07
9234,DB Schenker,Tautliner,864,19.3,50.0,2,Standard,Spain,Poland,1.65,2688.27
9235,DHL,Fridge,148,6.9,30.2,6,Express,Portugal,Portugal,1.6,1254.94
9236,Maersk,Fridge,550,21.7,32.4,6,Standard,Netherlands,Poland,1.82,2660.91
9237,DB Schenker,Tautliner,1898,15.1,98.2,5,Standard,Germany,Poland,1.78,4273.16
9238,DB Schenker,Fridge,590,12.5,89.4,3,Standard,Austria,Netherlands,1.75,2513.75
9239,DPD,Fridge,1992,1.4,23.2,1,Express,Italy,France,1.74,4536.57
9240,DHL,Tautliner,1532,10.2,31.2,3,Standard,Italy,Czechia,1.75,2638.33
9241,DPD,Fridge,1174,16.4,15.3,6,Express,Belgium,France,1.71,3730.7
9242,DPD,Fridge,2322,3.2,98.9,1,Standard,Italy,France,1.62,4446.76
9243,Kuehne+Nagel,Fridge,1384,12.0,91.2,4,Standard,Germany,Belgium,1.83,3816.22
9244,Maersk,Fridge,1857,24.8,57.4,4,Standard,Belgium,Czechia,1.74,4568.07
9245,DB Schenker,Fridge,322,18.2,70.8,3,Express,Austria,Netherlands,1.85,3357.1
9246,DHL,Box,368,14.1,76.1,6,Standard,Netherlands,Spain,1.89,2095.85
9247,Maersk,Fridge,1000,13.8,24.4,3,Standard,Germany,Spain,1.65,2592.88
9248,Maersk,Fridge,1018,2.1,93.8,3,Express,France,Poland,1.84,4063.63
9249,DHL,Fridge,2465,24.0,55.0,5,Standard,France,Czechia,1.89,6670.26
9250,Maersk,Fridge,484,23.3,13.8,6,Standard,Czechia,France,1.82,2395.34
9251,Kuehne+Nagel,Tautliner,1709,17.4,42.7,2,Standard,Poland,Netherlands,1.67,3183.83
9252,Maersk,Box,725,3.4,62.2,3,Standard,Poland,Austria,1.87,1565.94
9253,Kuehne+Nagel,Tautliner,1323,6.0,38.5,4,Standard,Poland,Austria,1.84,2441.29
9254,DB Schenker,Box,2007,5.4,71.4,6,Express,France,Poland,1.73,4118.66
9255,DB Schenker,Fridge,1462,13.5,88.8,6,Express,Netherlands,Italy,1.77,5173.2
9256,DPD,Fridge,1814,6.0,78.3,6,Express,Netherlands,France,1.82,5264.37
9257,Kuehne+Nagel,Box,2452,17.7,66.1,4,Standard,Spain,Poland,1.64,3852.7
9258,DB Schenker,Box,1875,14.1,53.7,3,Standard,Poland,Portugal,1.88,3651.27
9259,Maersk,Tautliner,1368,1.4,29.2,6,Express,Poland,Germany,1.9,2890.45
9260,DHL,Box,941,18.9,48.2,6,Express,Portugal,Portugal,1.7,3181.1
9261,DHL,Fridge,1752,5.5,32.8,3,Standard,Spain,Poland,1.81,3503.83
9262,Kuehne+Nagel,Tautliner,1331,20.8,93.7,4,Standard,Germany,Austria,1.73,3608.18
9263,DPD,Box,1847,9.5,91.2,5,Express,Portugal,Poland,1.61,4045.0
9264,Maersk,Box,1382,9.1,19.8,6,Standard,Germany,Italy,1.89,2302.25
9265,Kuehne+Nagel,Tautliner,2310,1.3,83.1,1,Express,Spain,France,1.64,4561.59
9266,DHL,Box,837,24.7,71.8,4,Standard,Czechia,Spain,1.62,2770.35
9267,Kuehne+Nagel,Fridge,440,15.7,97.6,1,Standard,Germany,Austria,1.85,3195.53
9268,Maersk,Tautliner,2051,11.1,49.0,3,Standard,Italy,France,1.61,3294.76
9269,DB Schenker,Box,1881,3.3,73.6,2,Express,Italy,Austria,1.81,3886.34
9270,Maersk,Fridge,629,17.8,54.2,3,Standard,Austria,Austria,1.88,3139.33
9271,DB Schenker,Box,133,7.8,11.6,3,Express,Italy,Czechia,1.72,750.01
9272,DB Schenker,Tautliner,422,24.7,9.4,3,Standard,Belgium,Portugal,1.62,1888.01
9273,DB Schenker,Box,1304,23.8,16.6,6,Standard,Czechia,Italy,1.67,2742.56
9274,Kuehne+Nagel,Box,2086,18.6,33.1,4,Standard,Spain,Portugal,1.88,3961.93
9275,DHL,Box,446,24.3,29.6,4,Standard,Belgium,Austria,1.74,2112.08
9276,Kuehne+Nagel,Fridge,1829,3.5,74.2,2,Standard,Portugal,Poland,1.76,3849.45
9277,DHL,Fridge,1315,7.7,73.0,1,Standard,Austria,Italy,1.65,3388.44
9278,Maersk,Box,1702,7.1,97.3,1,Standard,Germany,Netherlands,1.88,3516.83
9279,DPD,Box,1802,2.7,34.5,1,Express,Poland,Austria,1.76,3106.93
9280,Maersk,Tautliner,344,24.3,94.2,3,Express,Spain,Poland,1.76,3572.58
9281,Kuehne+Nagel,Box,1931,2.4,63.2,2,Standard,Poland,Belgium,1.77,3077.45
9282,Kuehne+Nagel,Tautliner,232,21.6,52.1,3,Standard,Italy,Belgium,1.83,1860.16
9283,DHL,Fridge,1470,19.4,68.4,2,Express,Czechia,Netherlands,1.66,5276.33
9284,Kuehne+Nagel,Box,2196,10.0,71.8,5,Standard,Netherlands,Spain,1.88,4070.15
9285,DB Schenker,Tautliner,1187,1.5,21.3,4,Standard,Italy,Austria,1.65,1535.75
9286,Kuehne+Nagel,Fridge,1747,1.1,76.4,6,Standard,Italy,Czechia,1.66,3565.2
9287,DHL,Tautliner,1991,5.9,73.9,6,Express,Italy,Netherlands,1.6,3954.59
9288,DHL,Fridge,1820,12.9,99.8,6,Standard,Spain,Poland,1.61,4068.96
9289,DB Schenker,Box,1227,12.0,91.6,3,Standard,Italy,Germany,1.73,2787.58
9290,DHL,Tautliner,2360,15.0,70.0,5,Standard,France,Poland,1.65,4067.11
9291,DPD,Box,1640,19.5,72.7,1,Express,Belgium,Netherlands,1.66,4548.58
9292,Maersk,Tautliner,218,10.1,94.9,6,Express,Germany,Spain,1.9,2234.54
9293,Kuehne+Nagel,Fridge,994,4.8,96.9,5,Standard,Netherlands,Belgium,1.88,3160.58
9294,DPD,Tautliner,1365,20.2,83.6,6,Express,Belgium,Austria,1.7,4455.85
9295,Kuehne+Nagel,Tautliner,2427,9.0,77.9,4,Standard,Germany,Italy,1.7,4081.8
9296,DPD,Box,462,7.9,15.6,6,Standard,Germany,Spain,1.69,1415.3
9297,Kuehne+Nagel,Box,1873,19.3,83.9,4,Standard,Austria,Austria,1.86,3845.28
9298,DB Schenker,Box,1840,23.4,29.1,6,Standard,Belgium,Austria,1.63,3015.66
9299,DHL,Fridge,413,23.0,58.6,6,Express,Portugal,Italy,1.78,3858.07
9300,DHL,Box,1636,4.3,43.5,4,Standard,Spain,Portugal,1.66,1894.27
9301,DB Schenker,Tautliner,1806,13.1,37.8,6,Standard,Italy,Italy,1.83,3465.21
